Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Player Link_,Player ID_,Competition
1165,Tom Krauß,GER,MF,Mainz 05,de Bundesliga,22-200,2001,8.9,4.16,2.36,1.46,2.25,0.45,1.46,3.93,37.1,2.47,2.02,0.45,1.57,1.12,5.28,1.57,0.00,https://fbref.com/en/players/9f77012e/Tom-Krauss,9f77012e,Big 5 combined
1166,Thomas Kristensen,DEN,DF,Udinese,it Serie A,21-356,2002,8.3,1.69,1.33,1.20,0.48,0.00,0.72,1.20,60.0,0.48,1.08,0.84,0.24,1.45,3.13,5.06,0.00,https://fbref.com/en/players/fadf9a05/Thomas-Kristensen,fadf9a05,Big 5 combined
1167,Toni Kroos,GER,MF,Real Madrid,es La Liga,34-004,1990,13.4,2.39,1.19,0.97,0.97,0.45,1.49,3.13,47.6,1.64,1.12,0.15,0.97,0.75,3.13,0.52,0.07,https://fbref.com/en/players/6ce1f46f/Toni-Kroos,6ce1f46f,Big 5 combined
1168,Nikola Krstović,MNE,FW,Lecce,it Serie A,23-278,2000,12.5,0.72,0.32,0.24,0.40,0.08,0.24,0.32,75.0,0.08,0.32,0.16,0.16,0.16,0.88,1.12,0.00,https://fbref.com/en/players/473803c9/Nikola-Krstovic,473803c9,Big 5 combined
1169,Rade Krunić,BIH,MF,Milan,it Serie A,30-093,1993,7.6,1.32,1.05,0.39,0.79,0.13,0.53,1.18,44.4,0.66,0.92,0.39,0.53,1.45,2.76,1.84,0.00,https://fbref.com/en/players/817c6964/Rade-Krunic,817c6964,Big 5 combined
1170,Lukas Kübler,GER,DF,Freiburg,de Bundesliga,31-131,1992,9.5,2.11,1.05,1.47,0.53,0.11,1.16,1.79,64.7,0.63,1.47,0.84,0.63,1.37,3.47,2.21,0.00,https://fbref.com/en/players/2a29eb9b/Lukas-Kubler,2a29eb9b,Big 5 combined
1171,Takefusa Kubo,JPN,"FW,MF",Real Sociedad,es La Liga,22-218,2001,15.7,1.15,0.89,0.64,0.32,0.19,0.38,0.96,40.0,0.57,1.08,0.13,0.96,0.51,1.66,0.25,0.06,https://fbref.com/en/players/16aa3654/Takefusa-Kubo,16aa3654,Big 5 combined
1172,Dejan Kulusevski,SWE,"FW,MF",Tottenham,eng Premier League,23-258,2000,18.5,1.78,0.86,0.70,0.70,0.38,0.59,2.11,28.2,1.51,0.76,0.05,0.70,0.49,2.27,0.11,0.05,https://fbref.com/en/players/df3cda47/Dejan-Kulusevski,df3cda47,Big 5 combined
1173,Sael Kumbedi,FRA,DF,Lyon,fr Ligue 1,18-288,2005,9.6,2.81,1.88,1.46,1.04,0.31,0.94,2.29,40.9,1.35,1.15,0.21,0.94,1.35,4.17,1.77,0.10,https://fbref.com/en/players/c385bf49/Sael-Kumbedi,c385bf49,Big 5 combined
1174,Layvin Kurzawa,FRA,DF,Paris S-G,fr Ligue 1,31-126,1992,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/41e7ef1c/Layvin-Kurzawa,41e7ef1c,Big 5 combined
1175,Berkan Kutlu,TUR,MF,Genoa,it Serie A,25-348,1998,2.2,2.73,1.82,2.27,0.45,0.00,1.36,2.73,50.0,1.36,1.36,0.00,1.36,1.82,4.55,2.27,0.00,https://fbref.com/en/players/794364d7/Berkan-Kutlu,794364d7,Big 5 combined
1176,Daler Kuzyaev,RUS,MF,Le Havre,fr Ligue 1,30-358,1993,13.9,1.80,0.94,0.65,0.79,0.36,0.86,2.23,38.7,1.37,0.72,0.22,0.50,1.01,2.81,0.79,0.00,https://fbref.com/en/players/d4e93bab/Daler-Kuzyaev,d4e93bab,Big 5 combined
1177,Khvicha Kvaratskhelia,GEO,FW,Napoli,it Serie A,22-330,2001,15.3,1.11,0.59,0.33,0.52,0.26,0.39,1.57,25.0,1.18,0.33,0.07,0.26,0.78,1.90,0.46,0.00,https://fbref.com/en/players/dea88efd/Khvicha-Kvaratskhelia,dea88efd,Big 5 combined
1178,Giorgi Kvernadze,GEO,"FW,DF",Frosinone,it Serie A,20-335,2003,0.7,4.29,0.00,2.86,0.00,1.43,2.86,2.86,100.0,0.00,1.43,0.00,1.43,1.43,5.71,0.00,0.00,https://fbref.com/en/players/70006831/Giorgi-Kvernadze,70006831,Big 5 combined
1179,Moritz-Broni Kwarteng,GHA,"FW,MF",Bochum,de Bundesliga,25-255,1998,1.8,0.56,0.00,0.00,0.56,0.00,0.00,1.67,0.0,1.67,0.00,0.00,0.00,0.56,1.11,0.00,0.00,https://fbref.com/en/players/1e2057aa/Moritz-Broni-Kwarteng,1e2057aa,Big 5 combined
1180,Grejohn Kyei,FRA,FW,Clermont Foot,fr Ligue 1,28-149,1995,6.6,0.76,0.45,0.15,0.30,0.30,0.30,0.45,66.7,0.15,0.00,0.00,0.00,0.00,0.76,0.61,0.00,https://fbref.com/en/players/397ba086/Grejohn-Kyei,397ba086,Big 5 combined
1181,Giorgos Kyriakopoulos,GRE,"DF,MF",Monza,it Serie A,27-337,1996,12.4,0.89,0.56,0.65,0.24,0.00,0.32,1.05,30.8,0.73,0.65,0.00,0.65,0.65,1.53,1.45,0.00,https://fbref.com/en/players/0a483542/Giorgos-Kyriakopoulos,0a483542,Big 5 combined
1182,Luca de la Torre,USA,MF,Celta Vigo,es La Liga,25-230,1998,12.5,1.60,0.72,0.48,0.88,0.24,0.80,1.60,50.0,0.80,1.12,0.24,0.88,0.48,2.08,0.88,0.00,https://fbref.com/en/players/e9241b40/Luca-de-la-Torre,e9241b40,Big 5 combined
1183,Gaëtan Laborde,FRA,FW,Nice,fr Ligue 1,29-250,1994,13.2,0.91,0.76,0.61,0.15,0.15,0.53,1.29,41.2,0.76,0.98,0.08,0.91,0.30,1.21,0.23,0.08,https://fbref.com/en/players/7cdda3bf/Gaetan-Laborde,7cdda3bf,Big 5 combined
1184,Alexandre Lacazette,FRA,FW,Lyon,fr Ligue 1,32-225,1991,12.6,0.87,0.48,0.40,0.32,0.16,0.16,0.71,22.2,0.56,0.95,0.16,0.79,0.16,1.03,0.48,0.00,https://fbref.com/en/players/9dbb75ca/Alexandre-Lacazette,9dbb75ca,Big 5 combined
1185,Maxence Lacroix,FRA,DF,Wolfsburg,de Bundesliga,23-277,2000,13.2,1.74,0.98,1.14,0.61,0.00,1.14,1.59,71.4,0.45,1.52,0.61,0.91,1.21,2.95,5.23,0.00,https://fbref.com/en/players/277c49ed/Maxence-Lacroix,277c49ed,Big 5 combined
1186,Alban Lafont,FRA,GK,Nantes,fr Ligue 1,24-350,1999,11.7,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.0,0.09,0.00,0.00,0.00,0.00,0.00,0.17,0.00,https://fbref.com/en/players/4e7db402/Alban-Lafont,4e7db402,Big 5 combined
1187,Aïssa Laïdouni,TUN,MF,Union Berlin,de Bundesliga,27-026,1996,8.0,1.88,1.00,0.50,1.00,0.38,0.38,0.88,42.9,0.50,2.13,0.25,1.88,1.25,3.13,0.63,0.00,https://fbref.com/en/players/22798128/Aissa-Laidouni,22798128,Big 5 combined
1188,Konrad Laimer,AUT,"DF,MF",Bayern Munich,de Bundesliga,26-226,1997,11.3,2.48,1.50,0.88,0.97,0.62,1.24,2.39,51.9,1.15,2.12,0.35,1.77,1.06,3.54,0.80,0.09,https://fbref.com/en/players/c1b7847c/Konrad-Laimer,c1b7847c,Big 5 combined
1189,Kenny Lala,FRA,DF,Brest,fr Ligue 1,32-097,1991,17.0,2.59,1.59,1.00,1.06,0.53,0.88,1.94,45.5,1.06,0.53,0.12,0.41,1.06,3.65,2.18,0.06,https://fbref.com/en/players/770d7eb8/Kenny-Lala,770d7eb8,Big 5 combined
1190,Adam Lallana,ENG,MF,Brighton,eng Premier League,35-243,1988,5.6,0.71,0.18,0.36,0.36,0.00,0.00,0.54,0.0,0.54,0.18,0.00,0.18,0.36,1.07,0.18,0.00,https://fbref.com/en/players/99813635/Adam-Lallana,99813635,Big 5 combined
1191,Mathis Lambourde,FRA,FW,Rennes,fr Ligue 1,17-364,2006,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,10.0,10.0,0.00,10.0,0.00,0.00,10.0,0.00,https://fbref.com/en/players/0da3d7ab/Mathis-Lambourde,0da3d7ab,Big 5 combined
1192,Érik Lamela,ARG,"FW,MF",Sevilla,es La Liga,31-310,1992,3.8,3.68,2.11,0.53,1.84,1.32,1.58,2.63,60.0,1.05,2.37,0.00,2.37,0.00,3.68,1.05,0.00,https://fbref.com/en/players/abe66106/Erik-Lamela,abe66106,Big 5 combined
1193,Mohamed Lamine Bayo,GUI,FW,Le Havre,fr Ligue 1,25-218,1998,9.9,0.61,0.20,0.10,0.20,0.30,0.00,0.71,0.0,0.71,0.71,0.10,0.61,0.10,0.71,1.01,0.00,https://fbref.com/en/players/01870104/Mohamed-Lamine-Bayo,01870104,Big 5 combined
1194,Tariq Lamptey,GHA,"DF,FW",Brighton,eng Premier League,23-100,2000,1.9,1.58,1.58,0.53,1.05,0.00,0.00,2.11,0.0,2.11,0.00,0.00,0.00,1.05,2.63,0.00,0.00,https://fbref.com/en/players/f4e433d4/Tariq-Lamptey,f4e433d4,Big 5 combined
1195,Gianluca Lapadula,PER,FW,Cagliari,it Serie A,33-335,1990,2.7,0.37,0.37,0.00,0.00,0.37,0.37,0.74,50.0,0.37,0.00,0.00,0.00,0.37,0.74,0.37,0.00,https://fbref.com/en/players/2ead2809/Gianluca-Lapadula,2ead2809,Big 5 combined
1196,Aymeric Laporte,ESP,DF,Manchester City,eng Premier League,29-226,1994,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,10.0,0.00,0.00,0.00,10.0,0.00,https://fbref.com/en/players/119b9a8e/Aymeric-Laporte,119b9a8e,Big 5 combined
1197,Julien Laporte,FRA,DF,Lorient,fr Ligue 1,30-065,1993,10.6,1.23,0.75,0.85,0.38,0.00,0.94,1.98,47.6,1.04,1.42,1.13,0.28,0.66,1.89,5.09,0.09,https://fbref.com/en/players/f066022d/Julien-Laporte,f066022d,Big 5 combined
1198,Cyle Larin,CAN,FW,Mallorca,es La Liga,28-266,1995,9.5,0.74,0.21,0.32,0.00,0.42,0.21,0.32,66.7,0.11,0.84,0.11,0.74,0.11,0.84,0.84,0.00,https://fbref.com/en/players/e7af9060/Cyle-Larin,e7af9060,Big 5 combined
1199,Yasser Larouci,ALG,DF,Sheffield Utd,eng Premier League,23-007,2001,3.1,3.55,1.61,2.26,0.97,0.32,1.61,2.58,62.5,0.97,1.61,0.32,1.29,1.94,5.48,3.87,0.00,https://fbref.com/en/players/0ed063d6/Yasser-Larouci,0ed063d6,Big 5 combined
1200,Hugo Larsson,SWE,MF,Eint Frankfurt,de Bundesliga,19-195,2004,12.8,1.33,0.70,0.78,0.39,0.16,0.55,1.09,50.0,0.55,1.17,0.16,1.02,1.41,2.73,1.02,0.08,https://fbref.com/en/players/00c9a283/Hugo-Larsson,00c9a283,Big 5 combined
1201,Jamaal Lascelles,ENG,DF,Newcastle Utd,eng Premier League,30-058,1993,11.6,1.21,0.78,0.60,0.60,0.00,0.52,0.86,60.0,0.34,1.47,1.03,0.43,0.34,1.55,3.62,0.00,https://fbref.com/en/players/450ab6fc/Jamaal-Lascelles,450ab6fc,Big 5 combined
1202,Juanmi Latasa,ESP,FW,Getafe,es La Liga,22-291,2001,11.4,0.26,0.26,0.00,0.18,0.09,0.00,0.61,0.0,0.61,0.26,0.00,0.26,0.26,0.53,1.32,0.00,https://fbref.com/en/players/2bea832e/Juanmi-Latasa,2bea832e,Big 5 combined
1203,Toni Lato,ESP,DF,Mallorca,es La Liga,26-048,1997,7.3,2.33,1.51,1.23,0.96,0.14,0.82,1.23,66.7,0.41,1.23,0.14,1.10,0.96,3.29,1.23,0.00,https://fbref.com/en/players/8e088e04/Toni-Lato,8e088e04,Big 5 combined
1204,Armand Lauriente,FRA,FW,Sassuolo,it Serie A,25-035,1998,16.1,0.62,0.43,0.19,0.31,0.12,0.50,1.43,34.8,0.93,0.75,0.12,0.62,0.50,1.12,0.19,0.00,https://fbref.com/en/players/2d22cea7/Armand-Lauriente,2d22cea7,Big 5 combined
1205,Roméo Lavia,BEL,MF,Chelsea,eng Premier League,20-002,2004,0.4,2.50,0.00,0.00,2.50,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,2.50,2.50,0.00,https://fbref.com/en/players/ecad9aa5/Romeo-Lavia,ecad9aa5,Big 5 combined
1206,Lázaro,BRA,"FW,MF",Almería,es La Liga,21-302,2002,2.8,0.71,0.36,0.36,0.00,0.36,0.36,2.50,14.3,2.14,1.07,0.00,1.07,0.36,1.07,0.36,0.00,https://fbref.com/en/players/86ff856b/Lazaro,86ff856b,Big 5 combined
1207,Valentino Lazaro,AUT,DF,Torino,it Serie A,27-290,1996,12.6,0.79,0.56,0.16,0.56,0.08,0.48,0.79,60.0,0.32,0.56,0.08,0.48,0.48,1.27,1.35,0.00,https://fbref.com/en/players/016ff750/Valentino-Lazaro,016ff750,Big 5 combined
1208,Darko Lazović,SRB,"FW,DF",Hellas Verona,it Serie A,33-115,1990,9.1,1.32,0.77,0.77,0.00,0.55,0.77,1.32,58.3,0.55,0.33,0.11,0.22,0.11,1.43,0.99,0.00,https://fbref.com/en/players/5128bde4/Darko-Lazovic,5128bde4,Big 5 combined
1209,Manuel Lazzari,ITA,DF,Lazio,it Serie A,30-040,1993,10.5,1.62,1.14,0.86,0.48,0.29,1.33,1.90,70.0,0.57,1.33,0.38,0.95,0.95,2.57,2.10,0.10,https://fbref.com/en/players/02caf6e0/Manuel-Lazzari,02caf6e0,Big 5 combined
1210,Théo Le Bris,FRA,"MF,DF",Lorient,fr Ligue 1,21-099,2002,7.5,2.27,1.20,1.73,0.40,0.13,0.93,2.13,43.8,1.20,1.47,0.27,1.20,0.40,2.67,1.07,0.00,https://fbref.com/en/players/afe39ca8/Theo-Le-Bris,afe39ca8,Big 5 combined
1211,Julien Le Cardinal,FRA,DF,Brest,fr Ligue 1,26-158,1997,2.1,2.38,1.90,1.43,0.48,0.48,0.95,1.90,50.0,0.95,0.95,0.95,0.00,3.33,5.71,4.76,0.00,https://fbref.com/en/players/547a72ad/Julien-Le-Cardinal,547a72ad,Big 5 combined
1212,Julien Le Cardinal,FRA,DF,Lens,fr Ligue 1,26-158,1997,0.6,10.0,3.33,6.67,3.33,0.00,6.67,15.0,44.4,8.33,3.33,1.67,1.67,0.00,10.0,0.00,0.00,https://fbref.com/en/players/547a72ad/Julien-Le-Cardinal,547a72ad,Big 5 combined
1213,Jérémy Le Douaron,FRA,FW,Brest,fr Ligue 1,25-262,1998,13.0,1.31,0.62,0.46,0.46,0.38,0.69,1.69,40.9,1.00,0.46,0.08,0.38,0.15,1.46,0.46,0.00,https://fbref.com/en/players/88c4d190/Jeremy-Le-Douaron,88c4d190,Big 5 combined
1214,Enzo Le Fée,FRA,MF,Rennes,fr Ligue 1,23-339,2000,11.2,2.50,1.70,1.07,1.07,0.36,1.43,2.50,57.1,1.07,0.98,0.18,0.80,1.16,3.66,0.89,0.00,https://fbref.com/en/players/6f806d99/Enzo-Le-Fee,6f806d99,Big 5 combined
1215,Vincent Le Goff,FRA,"DF,MF",Lorient,fr Ligue 1,34-085,1989,6.0,0.83,0.00,0.67,0.00,0.17,0.67,1.33,50.0,0.67,1.83,0.50,1.33,0.50,1.33,1.67,0.00,https://fbref.com/en/players/2321ea6e/Vincent-Le-Goff,2321ea6e,Big 5 combined
1216,Robin Le Normand,ESP,DF,Real Sociedad,es La Liga,27-058,1996,14.6,1.23,1.03,0.62,0.62,0.00,0.62,1.30,47.4,0.68,0.89,0.55,0.34,1.03,2.26,3.22,0.07,https://fbref.com/en/players/9a64e67e/Robin-Le-Normand,9a64e67e,Big 5 combined
1217,Nicola Leali,ITA,GK,Genoa,it Serie A,30-325,1993,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5f9970a0/Nicola-Leali,5f9970a0,Big 5 combined
1218,Rafael Leão,POR,"FW,MF",Milan,it Serie A,24-212,1999,12.7,0.71,0.63,0.08,0.39,0.24,0.16,0.39,40.0,0.24,0.79,0.08,0.71,0.24,0.94,0.47,0.00,https://fbref.com/en/players/20730eae/Rafael-Leao,20730eae,Big 5 combined
1219,Adrien Lebeau,FRA,"MF,FW",Brest,fr Ligue 1,24-184,1999,0.3,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.0,3.33,0.00,0.00,0.00,0.00,0.00,3.33,0.00,https://fbref.com/en/players/ca122e29/Adrien-Lebeau,ca122e29,Big 5 combined
1220,Benjamin Lecomte,FRA,GK,Montpellier,fr Ligue 1,32-257,1991,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.06,https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte,2fa2a875,Big 5 combined
1221,Jeremías Ledesma,ARG,GK,Cádiz,es La Liga,30-329,1993,15.9,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.0,0.13,0.00,0.00,0.00,0.00,0.00,0.50,0.06,https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma,6c4776b1,Big 5 combined
1222,Pierre Lees-Melou,FRA,MF,Brest,fr Ligue 1,30-228,1993,15.8,3.23,2.09,1.77,1.39,0.06,1.39,4.18,33.3,2.78,2.03,0.44,1.58,1.46,4.68,2.59,0.19,https://fbref.com/en/players/f5044e54/Pierre-Lees-Melou,f5044e54,Big 5 combined
1223,Diogo Leite,POR,DF,Union Berlin,de Bundesliga,24-350,1999,14.6,1.51,1.16,0.82,0.48,0.21,0.89,1.85,48.1,0.96,1.58,0.68,0.89,1.58,3.08,5.07,0.00,https://fbref.com/en/players/c4987edc/Diogo-Leite,c4987edc,Big 5 combined
1224,Maxim Leitsch,GER,DF,Mainz 05,de Bundesliga,25-235,1998,4.1,1.22,0.49,0.98,0.24,0.00,0.49,1.22,40.0,0.73,0.49,0.00,0.49,0.98,2.20,2.93,0.00,https://fbref.com/en/players/7e12a98d/Maxim-Leitsch,7e12a98d,Big 5 combined
1225,Florian Lejeune,FRA,DF,Rayo Vallecano,es La Liga,32-233,1991,19.0,0.95,0.47,0.58,0.32,0.05,0.37,0.68,53.8,0.32,1.00,0.47,0.53,0.53,1.47,3.84,0.05,https://fbref.com/en/players/6eaed4eb/Florian-Lejeune,6eaed4eb,Big 5 combined
1226,Iñigo Lekue,ESP,DF,Athletic Club,es La Liga,30-249,1993,11.9,1.76,0.67,1.01,0.50,0.25,1.18,2.69,43.8,1.51,1.09,0.17,0.92,0.42,2.18,2.10,0.00,https://fbref.com/en/players/59b7d823/Inigo-Lekue,59b7d823,Big 5 combined
1227,Thomas Lemar,FRA,MF,Atlético Madrid,es La Liga,28-057,1995,1.8,1.67,0.56,1.11,0.56,0.00,0.56,1.11,50.0,0.56,0.00,0.00,0.00,0.00,1.67,0.00,0.00,https://fbref.com/en/players/4dbd0916/Thomas-Lemar,4dbd0916,Big 5 combined
1228,Mario Lemina,GAB,MF,Wolves,eng Premier League,30-129,1993,16.3,2.64,1.96,1.53,0.98,0.12,0.49,1.29,38.1,0.80,0.67,0.25,0.43,1.60,4.23,2.02,0.00,https://fbref.com/en/players/2b471f99/Mario-Lemina,2b471f99,Big 5 combined
1229,Álvaro Lemos,ESP,DF,Las Palmas,es La Liga,30-284,1993,2.2,1.82,0.45,0.45,1.36,0.00,0.00,0.45,0.0,0.45,1.36,0.45,0.91,0.91,2.73,1.82,0.00,https://fbref.com/en/players/31d45cc8/Alvaro-Lemos,31d45cc8,Big 5 combined
1230,Clément Lenglet,FRA,DF,Aston Villa,eng Premier League,28-205,1995,2.7,1.48,1.11,0.74,0.74,0.00,1.48,1.85,80.0,0.37,1.85,0.00,1.85,0.37,1.85,1.48,0.00,https://fbref.com/en/players/4f28a6ff/Clement-Lenglet,4f28a6ff,Big 5 combined
1231,Bernd Leno,GER,GK,Fulham,eng Premier League,31-310,1992,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,https://fbref.com/en/players/2628fd2b/Bernd-Leno,2628fd2b,Big 5 combined
1232,Christopher Lenz,GER,"DF,MF",RB Leipzig,de Bundesliga,29-108,1994,0.4,2.50,2.50,2.50,0.00,0.00,2.50,2.50,100.0,0.00,0.00,0.00,0.00,2.50,5.00,5.00,0.00,https://fbref.com/en/players/bbd86530/Christopher-Lenz,bbd86530,Big 5 combined
1233,Christopher Lenz,GER,DF,Eint Frankfurt,de Bundesliga,29-108,1994,0.1,10.0,10.0,0.00,10.0,0.00,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00,https://fbref.com/en/players/bbd86530/Christopher-Lenz,bbd86530,Big 5 combined
1234,Johann Lepenant,FRA,MF,Lyon,fr Ligue 1,21-078,2002,2.8,1.43,1.07,0.71,0.71,0.00,0.36,2.86,12.5,2.50,1.79,0.00,1.79,1.43,2.86,0.00,0.00,https://fbref.com/en/players/1e52971c/Johann-Lepenant,1e52971c,Big 5 combined
1235,Jefferson Lerma,COL,MF,Crystal Palace,eng Premier League,29-075,1994,14.5,1.72,1.03,0.55,0.97,0.21,0.55,1.31,42.1,0.76,0.90,0.21,0.69,1.31,3.03,1.86,0.00,https://fbref.com/en/players/9b5ce51a/Jefferson-Lerma,9b5ce51a,Big 5 combined
1236,Léo Leroy,FRA,MF,Montpellier,fr Ligue 1,23-328,2000,1.7,5.29,1.18,1.76,2.35,1.18,1.18,2.94,40.0,1.76,1.18,0.00,1.18,0.00,5.29,2.35,0.00,https://fbref.com/en/players/fcc84a07/Leo-Leroy,fcc84a07,Big 5 combined
1237,Robert Lewandowski,POL,FW,Barcelona,es La Liga,35-140,1988,15.1,0.20,0.13,0.00,0.13,0.07,0.13,0.40,33.3,0.26,0.33,0.13,0.20,0.13,0.33,0.66,0.00,https://fbref.com/en/players/8d78e732/Robert-Lewandowski,8d78e732,Big 5 combined
1238,Jamie Leweling,GER,"MF,FW",Stuttgart,de Bundesliga,22-316,2001,6.1,1.31,0.66,0.49,0.33,0.49,0.33,0.98,33.3,0.66,1.64,0.00,1.64,0.16,1.48,0.82,0.00,https://fbref.com/en/players/13fe7b69/Jamie-Leweling,13fe7b69,Big 5 combined
1239,Rico Lewis,ENG,"MF,DF",Manchester City,eng Premier League,19-048,2004,4.0,0.75,0.25,0.50,0.25,0.00,0.00,0.25,0.0,0.25,1.00,0.25,0.75,0.75,1.50,0.25,0.00,https://fbref.com/en/players/b57e066e/Rico-Lewis,b57e066e,Big 5 combined
1240,Keane Lewis-Potter,ENG,"FW,MF",Brentford,eng Premier League,22-320,2001,6.4,1.56,0.47,0.47,0.94,0.16,0.47,0.94,50.0,0.47,0.47,0.16,0.31,0.31,1.88,0.78,0.00,https://fbref.com/en/players/41f08ac8/Keane-Lewis-Potter,41f08ac8,Big 5 combined
1241,Philipp Lienhart,AUT,DF,Freiburg,de Bundesliga,27-181,1996,13.7,1.31,0.88,0.88,0.36,0.07,0.80,1.46,55.0,0.66,1.24,0.73,0.51,0.95,2.26,3.65,0.00,https://fbref.com/en/players/302527b2/Philipp-Lienhart,302527b2,Big 5 combined
1242,Matthijs de Ligt,NED,DF,Bayern Munich,de Bundesliga,24-149,1999,3.1,0.97,0.97,0.00,0.65,0.32,0.65,0.65,100.0,0.00,0.65,0.32,0.32,0.97,1.94,4.84,0.00,https://fbref.com/en/players/d6e53a3a/Matthijs-de-Ligt,d6e53a3a,Big 5 combined
1243,Victor Lindelöf,SWE,DF,Manchester Utd,eng Premier League,29-175,1994,10.0,1.10,0.60,0.40,0.70,0.00,0.40,0.90,44.4,0.50,1.30,0.80,0.50,0.80,1.90,2.30,0.10,https://fbref.com/en/players/f5deef4c/Victor-Lindelof,f5deef4c,Big 5 combined
1244,Jesper Lindstrøm,DEN,"FW,MF",Napoli,it Serie A,23-313,2000,2.5,2.40,0.80,0.80,0.40,1.20,1.60,2.80,57.1,1.20,0.40,0.00,0.40,0.80,3.20,0.80,0.00,https://fbref.com/en/players/37dc1a48/Jesper-Lindstrom,37dc1a48,Big 5 combined
1245,Jesper Lindstrøm,DEN,FW,Eint Frankfurt,de Bundesliga,23-313,2000,0.9,1.11,1.11,1.11,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00,https://fbref.com/en/players/37dc1a48/Jesper-Lindstrom,37dc1a48,Big 5 combined
1246,Karol Linetty,POL,MF,Torino,it Serie A,28-340,1995,8.5,1.53,1.29,0.47,1.06,0.00,0.47,1.29,36.4,0.82,1.53,0.59,0.94,1.29,2.82,1.76,0.00,https://fbref.com/en/players/d023d70f/Karol-Linetty,d023d70f,Big 5 combined
1247,Samuel Lino,BRA,"DF,MF",Atlético Madrid,es La Liga,24-016,1999,10.0,2.80,1.60,2.00,0.30,0.50,2.00,3.10,64.5,1.10,1.70,0.00,1.70,0.70,3.50,1.80,0.00,https://fbref.com/en/players/2a295d33/Samuel-Lino,2a295d33,Big 5 combined
1248,Pol Lirola,ESP,"DF,MF",Frosinone,it Serie A,26-148,1997,4.6,1.74,1.09,0.65,0.87,0.22,0.65,1.52,42.9,0.87,1.09,0.00,1.09,1.52,3.26,1.74,0.00,https://fbref.com/en/players/ff800ed8/Pol-Lirola,ff800ed8,Big 5 combined
1249,Marcin Listkowski,POL,FW,Lecce,it Serie A,25-332,1998,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a3695ac2/Marcin-Listkowski,a3695ac2,Big 5 combined
1250,Valentino Livramento,ENG,DF,Newcastle Utd,eng Premier League,21-057,2002,7.8,1.92,1.03,1.41,0.38,0.13,0.90,1.67,53.8,0.77,1.15,0.64,0.51,1.67,3.59,2.44,0.00,https://fbref.com/en/players/afed6722/Valentino-Livramento,afed6722,Big 5 combined
1251,Dejan Ljubicic,AUT,"MF,FW",Köln,de Bundesliga,26-092,1997,12.3,2.11,1.30,0.98,0.81,0.33,1.06,1.95,54.2,0.89,1.14,0.16,0.98,0.81,2.93,0.33,0.00,https://fbref.com/en/players/c455a2b2/Dejan-Ljubicic,c455a2b2,Big 5 combined
1252,Javier Llabrés,ESP,"MF,FW",Mallorca,es La Liga,21-119,2002,1.5,1.33,0.00,0.67,0.67,0.00,0.67,0.67,100.0,0.00,0.67,0.00,0.67,0.67,2.00,2.00,0.00,https://fbref.com/en/players/38b0cf42/Javier-Llabres,38b0cf42,Big 5 combined
1253,Diego Llorente,ESP,DF,Roma,it Serie A,30-145,1993,14.2,1.76,1.06,1.20,0.56,0.00,0.70,1.34,52.6,0.63,1.55,1.06,0.49,0.92,2.68,3.03,0.00,https://fbref.com/en/players/bba30585/Diego-Llorente,bba30585,Big 5 combined
1254,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,es La Liga,28-343,1995,14.2,1.20,0.77,0.70,0.42,0.07,0.35,1.34,26.3,0.99,1.13,0.42,0.70,0.49,1.69,1.48,0.00,https://fbref.com/en/players/02c15616/Marcos-Llorente,02c15616,Big 5 combined
