Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Player Link_,Player ID_,Competition
685,Mahamadou Diawara,FRA,MF,Lyon,fr Ligue 1,19-073,2005,10,4,347,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.18,0.18,0.03,0.23,3.33,4.36,3.59,0.00,0.00,0.00,0.00,0.00,0.19,0.03,0.23,0.19,0.23,https://fbref.com/en/players/1906b842/Mahamadou-Diawara,1906b842,Big 5 combined
686,Brahim Díaz,MAR,"FW,MF",Real Madrid,es La Liga,24-271,1999,28,15,1316,14.6,0.34,0.21,0.55,0.34,0.00,0.00,0.00,0.00,0.35,0.35,0.27,0.61,4.11,4.18,9.86,0.34,0.21,0.55,0.34,0.55,0.35,0.26,0.61,0.35,0.61,https://fbref.com/en/players/407feb71/Brahim-Diaz,407feb71,Big 5 combined
687,Luis Díaz,COL,FW,Liverpool,eng Premier League,27-108,1997,34,29,2410,26.8,0.30,0.19,0.49,0.30,0.00,0.00,0.11,0.00,0.41,0.41,0.19,0.60,4.59,4.07,10.4,0.30,0.19,0.49,0.30,0.49,0.42,0.19,0.61,0.42,0.61,https://fbref.com/en/players/4a1a9578/Luis-Diaz,4a1a9578,Big 5 combined
688,Víctor Díaz,ESP,"DF,MF",Granada,es La Liga,35-323,1988,4,2,162,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/3624ce4c/Victor-Diaz,3624ce4c,Big 5 combined
689,Famara Diedhiou,SEN,"FW,MF",Granada,es La Liga,31-137,1992,8,0,89,1.0,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.50,0.50,0.20,0.70,5.00,0.00,19.0,0.00,1.01,1.01,0.00,1.01,0.50,0.21,0.71,0.50,0.71,https://fbref.com/en/players/e447352c/Famara-Diedhiou,e447352c,Big 5 combined
690,Justin Diehl,GER,"FW,MF",Köln,de Bundesliga,19-155,2004,6,1,161,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.22,3.33,1.11,9.44,0.00,0.00,0.00,0.00,0.00,0.13,0.11,0.24,0.13,0.24,https://fbref.com/en/players/d82a310a/Justin-Diehl,d82a310a,Big 5 combined
691,Bamba Dieng,SEN,FW,Lorient,fr Ligue 1,24-038,2000,14,5,485,5.4,0.37,0.19,0.56,0.37,0.00,0.00,0.37,0.00,0.35,0.35,0.26,0.61,0.93,0.74,6.67,0.37,0.19,0.56,0.37,0.56,0.35,0.25,0.61,0.35,0.61,https://fbref.com/en/players/40774c6b/Bamba-Dieng,40774c6b,Big 5 combined
692,Eric Dier,ENG,DF,Tottenham,eng Premier League,30-106,1994,4,1,201,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ac861941/Eric-Dier,ac861941,Big 5 combined
693,Eric Dier,ENG,DF,Bayern Munich,de Bundesliga,30-106,1994,13,11,1031,11.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.01,0.06,0.70,4.26,0.09,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,https://fbref.com/en/players/ac861941/Eric-Dier,ac861941,Big 5 combined
694,Guillaume Dietsch,FRA,GK,Metz,fr Ligue 1,23-013,2001,1,0,73,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e11a39aa/Guillaume-Dietsch,e11a39aa,Big 5 combined
695,Florian Dietz,GER,"FW,DF",Köln,de Bundesliga,25-271,1998,4,0,55,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,0.00,0.00,11.7,0.00,0.00,0.00,0.00,0.00,0.17,0.07,0.23,0.17,0.23,https://fbref.com/en/players/8779ddf8/Florian-Dietz,8779ddf8,Big 5 combined
696,Lucas Digne,FRA,DF,Aston Villa,eng Premier League,30-285,1993,30,24,2141,23.8,0.04,0.13,0.17,0.04,0.00,0.00,0.25,0.00,0.05,0.05,0.16,0.20,1.64,2.98,7.90,0.04,0.13,0.17,0.04,0.17,0.04,0.16,0.20,0.04,0.20,https://fbref.com/en/players/1b84dbe1/Lucas-Digne,1b84dbe1,Big 5 combined
697,Federico Dimarco,ITA,DF,Inter,it Serie A,26-172,1997,27,26,1875,20.8,0.24,0.29,0.53,0.24,0.00,0.00,0.00,0.00,0.13,0.12,0.39,0.50,2.31,4.47,9.04,0.24,0.29,0.53,0.24,0.53,0.13,0.39,0.52,0.12,0.50,https://fbref.com/en/players/970b8574/Federico-Dimarco,970b8574,Big 5 combined
698,Stole Dimitrievski,MKD,GK,Rayo Vallecano,es La Liga,30-127,1993,33,33,2970,33.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fc70e345/Stole-Dimitrievski,fc70e345,Big 5 combined
699,Junior Dina Ebimbe,FRA,"MF,DF",Eint Frankfurt,de Bundesliga,23-161,2000,28,23,1803,20.0,0.20,0.15,0.35,0.20,0.00,0.00,0.25,0.00,0.21,0.21,0.14,0.36,2.60,3.85,6.85,0.20,0.15,0.35,0.20,0.35,0.21,0.14,0.36,0.21,0.36,https://fbref.com/en/players/95bb6ddc/Junior-Dina-Ebimbe,95bb6ddc,Big 5 combined
700,Eren Dinkçi,GER,"FW,MF",Heidenheim,de Bundesliga,22-139,2001,30,30,2417,26.9,0.30,0.15,0.45,0.30,0.00,0.00,0.30,0.00,0.13,0.13,0.12,0.25,2.83,3.05,4.80,0.30,0.15,0.45,0.30,0.45,0.13,0.12,0.25,0.13,0.25,https://fbref.com/en/players/4ccd8957/Eren-Dinkci,4ccd8957,Big 5 combined
701,Sinaly Diomande,CIV,DF,Lyon,fr Ligue 1,23-021,2001,10,10,889,9.9,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.10,0.10,0.07,0.17,0.51,4.34,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.07,0.17,0.10,0.17,https://fbref.com/en/players/6de23ab0/Sinaly-Diomande,6de23ab0,Big 5 combined
702,Edan Diop,FRA,"MF,DF",Monaco,fr Ligue 1,19-246,2004,9,0,158,1.8,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,2.22,3.33,6.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/37143438/Edan-Diop,37143438,Big 5 combined
703,Issa Diop,FRA,DF,Fulham,eng Premier League,27-112,1997,16,14,1245,13.8,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.02,0.02,0.00,0.02,0.80,4.71,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/en/players/a712ca2b/Issa-Diop,a712ca2b,Big 5 combined
704,Sofiane Diop,FRA,FW,Nice,fr Ligue 1,23-326,2000,10,6,499,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.15,0.36,3.64,3.09,7.82,0.00,0.00,0.00,0.00,0.00,0.22,0.14,0.36,0.22,0.36,https://fbref.com/en/players/19053e31/Sofiane-Diop,19053e31,Big 5 combined
705,Andy Diouf,FRA,MF,Lens,fr Ligue 1,20-349,2003,25,16,1314,14.6,0.07,0.00,0.07,0.07,0.00,0.00,0.14,0.00,0.10,0.10,0.08,0.18,4.32,5.48,3.77,0.07,0.00,0.07,0.07,0.07,0.10,0.08,0.18,0.10,0.18,https://fbref.com/en/players/9b5237b1/Andy-Diouf,9b5237b1,Big 5 combined
706,Yehvann Diouf,FRA,GK,Reims,fr Ligue 1,24-166,1999,31,31,2790,31.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/eedea60b/Yehvann-Diouf,eedea60b,Big 5 combined
707,Axel Disasi,FRA,DF,Chelsea,eng Premier League,26-050,1998,30,29,2571,28.6,0.07,0.00,0.07,0.07,0.00,0.00,0.21,0.00,0.08,0.08,0.01,0.09,1.05,3.92,0.73,0.07,0.00,0.07,0.07,0.07,0.09,0.01,0.09,0.09,0.09,https://fbref.com/en/players/ad82197c/Axel-Disasi,ad82197c,Big 5 combined
708,Chaim El Djebali,TUN,MF,Lyon,fr Ligue 1,20-083,2004,1,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a1dbb2c7/Chaim-El-Djebali,a1dbb2c7,Big 5 combined
709,Djené,TOG,"DF,MF",Getafe,es La Liga,32-121,1991,29,27,2229,24.8,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.04,0.00,0.00,0.01,0.02,0.48,3.47,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,https://fbref.com/en/players/a4971d84/Djene,a4971d84,Big 5 combined
710,Koffi Djidji,CIV,DF,Torino,it Serie A,31-152,1992,13,8,759,8.4,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.01,0.01,0.00,0.01,0.48,2.26,0.36,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,https://fbref.com/en/players/933d3b51/Koffi-Djidji,933d3b51,Big 5 combined
711,Berat Djimsiti,ALB,DF,Atalanta,it Serie A,31-071,1993,32,30,2625,29.2,0.00,0.03,0.03,0.00,0.00,0.00,0.17,0.00,0.02,0.02,0.02,0.04,0.14,2.33,0.27,0.00,0.03,0.03,0.00,0.03,0.02,0.03,0.04,0.02,0.04,https://fbref.com/en/players/6eee05f1/Berat-Djimsiti,6eee05f1,Big 5 combined
712,Marko Dmitrović,SRB,GK,Sevilla,es La Liga,32-097,1992,13,13,1170,13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic,ac295d9e,Big 5 combined
713,Ben Doak,SCO,FW,Liverpool,eng Premier League,18-171,2005,1,0,14,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/733f1a7d/Ben-Doak,733f1a7d,Big 5 combined
714,Ritsu Doan,JPN,"MF,DF",Freiburg,de Bundesliga,25-319,1998,27,23,1976,22.0,0.23,0.09,0.32,0.23,0.00,0.00,0.05,0.00,0.19,0.19,0.12,0.31,2.05,3.05,5.64,0.23,0.09,0.32,0.23,0.32,0.19,0.12,0.31,0.19,0.31,https://fbref.com/en/players/d01bbb6f/Ritsu-Doan,d01bbb6f,Big 5 combined
715,Lewis Dobbin,ENG,MF,Everton,eng Premier League,21-118,2003,11,1,210,2.3,0.43,0.00,0.43,0.43,0.00,0.00,0.43,0.00,0.13,0.13,0.17,0.30,2.61,1.30,6.96,0.43,0.00,0.43,0.43,0.43,0.12,0.16,0.28,0.12,0.28,https://fbref.com/en/players/e814e1cf/Lewis-Dobbin,e814e1cf,Big 5 combined
716,Dodô,BRA,DF,Fiorentina,it Serie A,25-165,1998,7,5,343,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.18,0.21,3.68,8.42,3.16,0.00,0.00,0.00,0.00,0.00,0.02,0.18,0.20,0.02,0.20,https://fbref.com/en/players/b5f7d10b/Dodo,b5f7d10b,Big 5 combined
717,Danilho Doekhi,NED,DF,Union Berlin,de Bundesliga,25-305,1998,21,21,1890,21.0,0.10,0.00,0.10,0.10,0.00,0.00,0.10,0.00,0.05,0.05,0.01,0.06,0.29,2.86,0.24,0.10,0.00,0.10,0.10,0.10,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/f67c9d29/Danilho-Doekhi,f67c9d29,Big 5 combined
718,Matt Doherty,IRL,"DF,MF",Wolves,eng Premier League,32-105,1992,28,8,1043,11.6,0.09,0.00,0.09,0.09,0.00,0.00,0.17,0.00,0.06,0.06,0.11,0.18,1.03,2.33,5.34,0.09,0.00,0.09,0.09,0.09,0.06,0.12,0.18,0.06,0.18,https://fbref.com/en/players/d557d734/Matt-Doherty,d557d734,Big 5 combined
719,Josh Doig,SCO,DF,Hellas Verona,it Serie A,21-348,2002,12,11,830,9.2,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.02,0.02,0.03,0.05,2.50,1.63,2.39,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,https://fbref.com/en/players/2f69d881/Josh-Doig,2f69d881,Big 5 combined
720,Josh Doig,SCO,DF,Sassuolo,it Serie A,21-348,2002,12,11,999,11.1,0.00,0.09,0.09,0.00,0.00,0.00,0.36,0.00,0.02,0.02,0.08,0.10,1.89,2.52,2.43,0.00,0.09,0.09,0.00,0.09,0.02,0.08,0.10,0.02,0.10,https://fbref.com/en/players/2f69d881/Josh-Doig,2f69d881,Big 5 combined
721,Jeremy Doku,BEL,"FW,MF",Manchester City,eng Premier League,21-339,2002,25,17,1456,16.2,0.19,0.43,0.62,0.19,0.00,0.00,0.19,0.00,0.14,0.14,0.25,0.39,11.9,3.46,16.9,0.19,0.43,0.62,0.19,0.62,0.14,0.25,0.39,0.14,0.39,https://fbref.com/en/players/fffea3e5/Jeremy-Doku,fffea3e5,Big 5 combined
722,Jeremy Doku,BEL,FW,Rennes,fr Ligue 1,21-339,2002,2,1,111,1.2,0.83,0.00,0.83,0.83,0.00,0.00,0.00,0.00,0.50,0.50,0.17,0.67,9.17,4.17,15.8,0.81,0.00,0.81,0.81,0.81,0.48,0.16,0.64,0.48,0.64,https://fbref.com/en/players/fffea3e5/Jeremy-Doku,fffea3e5,Big 5 combined
723,Carlos Dominguez,ESP,DF,Celta Vigo,es La Liga,23-079,2001,19,16,1424,15.8,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.01,0.01,0.01,0.02,0.70,3.29,0.19,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,https://fbref.com/en/players/3521abfe/Carlos-Dominguez,3521abfe,Big 5 combined
724,Mario Dominguez,ESP,FW,Valencia,es La Liga,20-080,2004,3,0,25,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.67,0.00,0.67,0.00,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.59,0.59,0.59,https://fbref.com/en/players/d709cd5c/Mario-Dominguez,d709cd5c,Big 5 combined
725,Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,eng Premier League,25-307,1998,24,19,1489,16.5,0.12,0.12,0.24,0.12,0.00,0.00,0.18,0.00,0.08,0.08,0.06,0.14,0.79,5.45,2.48,0.12,0.12,0.24,0.12,0.24,0.08,0.06,0.14,0.08,0.14,https://fbref.com/en/players/20b3a502/Nicolas-Dominguez,20b3a502,Big 5 combined
726,Nicolás Domínguez,ARG,MF,Bologna,it Serie A,25-307,1998,2,1,102,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,8.18,2.73,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,https://fbref.com/en/players/20b3a502/Nicolas-Dominguez,20b3a502,Big 5 combined
727,Giulio Donati,ITA,DF,Monza,it Serie A,34-085,1990,3,0,16,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.50,0.00,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.11,0.18,0.29,0.11,0.29,https://fbref.com/en/players/22051fbe/Giulio-Donati,22051fbe,Big 5 combined
728,Jamie Donley,ENG,FW,Tottenham,eng Premier League,19-118,2005,3,0,3,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5e4d9b48/Jamie-Donley,5e4d9b48,Big 5 combined
729,Gianluigi Donnarumma,ITA,GK,Paris S-G,fr Ligue 1,25-065,1999,25,25,2169,24.1,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma,08f5afaa,Big 5 combined
730,Patrick Dorgu,DEN,"DF,MF",Lecce,it Serie A,19-187,2004,28,13,1292,14.4,0.14,0.00,0.14,0.14,0.00,0.00,0.35,0.00,0.12,0.12,0.10,0.23,2.36,3.06,5.14,0.14,0.00,0.14,0.14,0.14,0.12,0.11,0.23,0.12,0.23,https://fbref.com/en/players/e6536124/Patrick-Dorgu,e6536124,Big 5 combined
731,Niklas Dorsch,GER,MF,Augsburg,de Bundesliga,26-106,1998,18,14,1198,13.3,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.05,0.05,0.01,0.05,0.75,3.08,0.68,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/en/players/7f73bdf4/Niklas-Dorsch,7f73bdf4,Big 5 combined
732,Alberto Dossena,ITA,DF,Cagliari,it Serie A,25-200,1998,32,30,2722,30.2,0.07,0.10,0.17,0.07,0.00,0.00,0.13,0.00,0.07,0.07,0.07,0.14,0.26,2.68,0.07,0.07,0.10,0.17,0.07,0.17,0.07,0.07,0.14,0.07,0.14,https://fbref.com/en/players/61efb926/Alberto-Dossena,61efb926,Big 5 combined
733,Carlos Dotor,ESP,MF,Celta Vigo,es La Liga,23-046,2001,16,7,692,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.03,0.03,0.01,0.04,0.39,3.77,1.56,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,https://fbref.com/en/players/daa2eab3/Carlos-Dotor,daa2eab3,Big 5 combined
734,Abdoulaye Doucouré,MLI,"FW,MF",Everton,eng Premier League,31-120,1993,29,29,2419,26.9,0.22,0.04,0.26,0.22,0.00,0.00,0.22,0.00,0.26,0.26,0.10,0.37,1.97,3.38,4.83,0.22,0.04,0.26,0.22,0.26,0.26,0.10,0.37,0.26,0.37,https://fbref.com/en/players/02b29014/Abdoulaye-Doucoure,02b29014,Big 5 combined
735,Cheick Doucouré,MLI,MF,Crystal Palace,eng Premier League,24-113,2000,11,11,919,10.2,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.03,0.03,0.07,0.10,0.88,4.80,0.49,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,https://fbref.com/en/players/ce4f40c7/Cheick-Doucoure,ce4f40c7,Big 5 combined
736,Siriné Doucouré,MLI,FW,Lorient,fr Ligue 1,22-022,2002,11,5,423,4.7,0.21,0.64,0.85,0.21,0.00,0.00,0.43,0.00,0.19,0.19,0.28,0.47,2.98,1.06,7.45,0.21,0.64,0.85,0.21,0.85,0.20,0.28,0.47,0.20,0.47,https://fbref.com/en/players/92d90c8f/Sirine-Doucoure,92d90c8f,Big 5 combined
737,Désiré Doué,FRA,"MF,FW",Rennes,fr Ligue 1,18-332,2005,28,14,1390,15.4,0.26,0.26,0.52,0.26,0.00,0.00,0.19,0.00,0.11,0.11,0.23,0.34,4.29,6.23,9.16,0.26,0.26,0.52,0.26,0.52,0.11,0.23,0.34,0.11,0.34,https://fbref.com/en/players/9e7483ff/Desire-Doue,9e7483ff,Big 5 combined
738,Guela Doué,CIV,DF,Rennes,fr Ligue 1,21-196,2002,23,13,1211,13.5,0.00,0.15,0.15,0.00,0.00,0.00,0.07,0.07,0.04,0.04,0.08,0.12,2.81,4.00,6.15,0.00,0.15,0.15,0.00,0.15,0.04,0.08,0.12,0.04,0.12,https://fbref.com/en/players/b4ef3fb5/Guela-Doue,b4ef3fb5,Big 5 combined
739,Alfie Doughty,ENG,DF,Luton Town,eng Premier League,24-131,1999,34,31,2659,29.5,0.03,0.24,0.27,0.03,0.00,0.00,0.14,0.00,0.04,0.04,0.19,0.23,3.02,3.22,5.05,0.03,0.24,0.27,0.03,0.27,0.04,0.19,0.23,0.04,0.23,https://fbref.com/en/players/bf33b257/Alfie-Doughty,bf33b257,Big 5 combined
740,Douglas,BRA,MF,Nantes,fr Ligue 1,27-108,1997,24,22,1758,19.5,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.06,0.06,0.06,0.12,0.62,5.38,0.92,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.12,0.06,0.12,https://fbref.com/en/players/301c287b/Douglas,301c287b,Big 5 combined
741,Ismaël Doukouré,FRA,"MF,DF",Strasbourg,fr Ligue 1,20-281,2003,20,17,1476,16.4,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.01,0.01,0.01,0.02,0.91,4.33,0.43,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,https://fbref.com/en/players/0512a60a/Ismael-Doukoure,0512a60a,Big 5 combined
742,Kamory Doumbia,MLI,MF,Brest,fr Ligue 1,21-072,2003,23,6,772,8.6,0.70,0.47,1.16,0.70,0.00,0.00,0.00,0.00,0.47,0.47,0.09,0.56,2.33,5.00,3.84,0.70,0.47,1.17,0.70,1.17,0.46,0.10,0.56,0.46,0.56,https://fbref.com/en/players/9226aa22/Kamory-Doumbia,9226aa22,Big 5 combined
743,Anastasios Douvikas,GRE,FW,Celta Vigo,es La Liga,24-272,1999,27,6,784,8.7,0.57,0.11,0.69,0.57,0.00,0.00,0.11,0.00,0.46,0.46,0.11,0.57,1.03,1.03,4.94,0.57,0.11,0.69,0.57,0.69,0.46,0.11,0.57,0.46,0.57,https://fbref.com/en/players/853ca71c/Anastasios-Douvikas,853ca71c,Big 5 combined
744,Artem Dovbyk,UKR,FW,Girona,es La Liga,26-314,1997,31,27,2149,23.9,0.79,0.21,1.00,0.59,0.21,0.25,0.08,0.00,0.78,0.58,0.18,0.77,0.59,0.88,3.85,0.80,0.21,1.01,0.59,0.80,0.78,0.19,0.96,0.58,0.77,https://fbref.com/en/players/5b847bb0/Artem-Dovbyk,5b847bb0,Big 5 combined
745,Nikola Dovedan,AUT,MF,Heidenheim,de Bundesliga,29-299,1994,19,5,607,6.7,0.45,0.15,0.60,0.45,0.00,0.00,0.00,0.15,0.28,0.28,0.09,0.37,1.79,3.13,3.58,0.44,0.15,0.59,0.44,0.59,0.29,0.09,0.38,0.29,0.38,https://fbref.com/en/players/57d9f511/Nikola-Dovedan,57d9f511,Big 5 combined
746,Damion Downs,GER,"FW,MF",Köln,de Bundesliga,19-299,2004,8,0,120,1.3,0.77,0.00,0.77,0.77,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,0.77,0.00,3.85,0.75,0.00,0.75,0.75,0.75,0.18,0.00,0.18,0.18,0.18,https://fbref.com/en/players/640134d6/Damion-Downs,640134d6,Big 5 combined
747,Tommy Doyle,ENG,MF,Wolves,eng Premier League,22-196,2001,24,11,1203,13.4,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.03,0.03,0.03,0.06,1.49,5.82,1.27,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,https://fbref.com/en/players/5526deb1/Tommy-Doyle,5526deb1,Big 5 combined
748,Radu Drăgușin,ROU,DF,Tottenham,eng Premier League,22-087,2002,6,2,233,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.04,0.04,0.00,0.04,1.15,1.92,0.38,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/en/players/620922ed/Radu-Dragusin,620922ed,Big 5 combined
749,Radu Drăgușin,ROU,DF,Genoa,it Serie A,22-087,2002,19,19,1710,19.0,0.11,0.05,0.16,0.11,0.00,0.00,0.05,0.00,0.05,0.05,0.04,0.10,0.32,1.53,0.68,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.10,0.05,0.10,https://fbref.com/en/players/620922ed/Radu-Dragusin,620922ed,Big 5 combined
750,Dion Drena Beljo,CRO,"FW,MF",Augsburg,de Bundesliga,22-060,2002,23,3,550,6.1,0.33,0.00,0.33,0.33,0.00,0.00,0.33,0.00,0.48,0.48,0.08,0.57,2.62,3.28,5.74,0.33,0.00,0.33,0.33,0.33,0.48,0.09,0.57,0.48,0.57,https://fbref.com/en/players/9a2e3a23/Dion-Drena-Beljo,9a2e3a23,Big 5 combined
751,Tim Drexler,GER,DF,Hoffenheim,de Bundesliga,19-055,2005,7,6,528,5.9,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.02,1.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0911b4fc/Tim-Drexler,0911b4fc,Big 5 combined
752,Domingos Duarte,POR,DF,Getafe,es La Liga,29-051,1995,15,11,907,10.1,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.20,0.03,0.03,0.01,0.04,0.69,4.65,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/93090f69/Domingos-Duarte,93090f69,Big 5 combined
753,Rubén Duarte,ESP,DF,Alavés,es La Liga,28-195,1995,24,18,1597,17.7,0.11,0.00,0.11,0.11,0.00,0.00,0.34,0.00,0.03,0.03,0.07,0.11,0.79,4.07,1.98,0.11,0.00,0.11,0.11,0.11,0.04,0.07,0.11,0.04,0.11,https://fbref.com/en/players/1fe0492d/Ruben-Duarte,1fe0492d,Big 5 combined
754,Martin Dúbravka,SVK,GK,Newcastle Utd,eng Premier League,35-106,1989,20,19,1715,19.1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/en/players/3a949a25/Martin-Dubravka,3a949a25,Big 5 combined
